"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.foods"	"Answer.totalQuants"	"Answer.eatenQuants"	"Answer.preciseEatenQuants"	"Answer.upset"	"Answer.happy"	"Answer.surprised"	"Answer.neutral"	"Answer.orders"	"Answer.personAs"	"Answer.personBs"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3IUZPWIU1O8WCS5LGE4YD6RTW7XWKS"	24	"Approved"	"Thu Nov 06 06:00:00 PST 2014"	"Wed Nov 05 13:16:00 PST 2014"	"Wed Nov 05 13:20:00 PST 2014"	"Wed Nov 05 16:47:07 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""cookies"",""cookies"",""M&M's"",""cookies"",""pies"",""pies"",""M&M's"",""cookies"",""cookies"",""M&M's""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[0,5,0,1,8,3,0,2,9,10,4]"	"[0,5,0,1,8,3,0,2,9,10,4]"	"[0.5,0.5,0.5,0,0.5,0.5,0.65,0,0.5,0.5,0.5]"	"[0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5]"	"[0.75,1,0.775,0.225,0.975,1,0.65,0.5,1,1,0.7]"	"[0.5,0,0.4,0.725,0,0.25,0.5,0.5,0,0,0.375]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Robert"",""Grace"",""Fiona"",""Wendy"",""Rebecca"",""Zack"",""Kathy"",""Jake"",""Cathy"",""Mary"",""Victor""]"	"[""Oliver"",""Victoria"",""David"",""Nancy"",""Diana"",""Kevin"",""Iris"",""Frank"",""Barbara"",""Larry"",""Tom""]"	"""F"""	"""45"""	"""0"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3DL65MZB8DGKCU7631TU3H7LKUJECH"	25	"Approved"	"Thu Nov 06 06:01:34 PST 2014"	"Wed Nov 05 13:17:32 PST 2014"	"Wed Nov 05 13:21:34 PST 2014"	"Wed Nov 05 16:47:07 PST 2014"	""	""	""	""	"1"	"[""pies"",""M&M's"",""cookies"",""M&M's"",""cookies"",""cookies"",""pies"",""cookies"",""pies"",""cookies"",""M&M's""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[10,5,4,1,2,1,9,8,6,7,8]"	"[10,5,4,1,2,1,9,8,6,7,8]"	"[0.9,0.1,0.35,0.075,0.075,0.1,0.775,0.725,0.45,0.6,0.75]"	"[0.175,0.425,0.35,0.525,0.55,0.475,0.15,0.175,0.3,0.35,0.4]"	"[0.7,0.3,0.275,0.125,0.15,0.05,0.8,0.4,0.4,0.45,0.35]"	"[0.175,0.5,0.45,0.475,0.35,0.225,0.2,0.175,0.375,0.4,0.25]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Winston"",""Steven"",""Calvin"",""Diana"",""Lena"",""Patty"",""Heather"",""Iris"",""Emma"",""Frank"",""Olga""]"	"[""Grace"",""Kathy"",""Bob"",""Rebecca"",""Larry"",""Wendy"",""Ivan"",""Yvonne"",""Cathy"",""Victoria"",""Kevin""]"	"""F"""	"""45"""	"""6"""	"""english"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"32RIADZISS5IR9Z9BH7H90ZCT8C4SW"	26	"Approved"	"Thu Nov 06 06:02:49 PST 2014"	"Wed Nov 05 13:19:08 PST 2014"	"Wed Nov 05 13:22:49 PST 2014"	"Wed Nov 05 16:47:07 PST 2014"	""	""	""	""	"1"	"[""pies"",""pies"",""pies"",""cookies"",""pies"",""M&M's"",""cookies"",""M&M's"",""pies"",""pies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[9,3,2,5,1,6,9,1,8,5,6]"	"[9,3,2,5,1,6,9,1,8,5,6]"	"[0.8,0.675,0.575,0.575,0.15,0.225,0.725,0.25,0.7,0.725,0.7]"	"[0.175,0.425,0.425,0.4,0.75,0.675,0.225,0.6,0.225,0.35,0.3]"	"[0.65,0.6,0.6,0.4,0.15,0.35,0.6,0.55,0.8,0.675,0.65]"	"[0.025,0.275,0.025,0,0.6,0.475,0,0,0,0,0]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Barbara"",""Jane"",""Calvin"",""Frank"",""Zack"",""Matt"",""George"",""Bob"",""David"",""Steven"",""Fiona""]"	"[""Ann"",""Kevin"",""Edward"",""Tracy"",""Heather"",""Olga"",""Grace"",""Winston"",""Rebecca"",""Nancy"",""Yvonne""]"	"""F"""	"""35"""	"""10"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"37W3JXSD669RWXU2KT5PME64UM6YWP"	27	"Approved"	"Thu Nov 06 06:03:45 PST 2014"	"Wed Nov 05 13:16:20 PST 2014"	"Wed Nov 05 13:23:45 PST 2014"	"Wed Nov 05 16:47:08 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""pies"",""cookies"",""cookies"",""pies"",""cookies"",""M&M's"",""cookies"",""pies"",""pies"",""cookies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[3,5,1,9,9,8,7,4,7,2,2]"	"[3,5,1,9,9,8,7,4,7,2,2]"	"[0.025,1,0,1,1,1,0.85,0.5,0.925,0.025,0]"	"[0.5,0,0.5,0,0,0,0.125,0.5,0.125,0.5,0.5]"	"[0,1,0,0,1,0,0.125,0.125,0.05,0,0.025]"	"[1,0,1,0,0,0,0.125,0.325,0.125,0.5,1]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Frank"",""Edward"",""Calvin"",""Tom"",""David"",""Yvonne"",""Tracy"",""Heather"",""Oliver"",""Ivan"",""Larry""]"	"[""Barbara"",""Emma"",""Nancy"",""Ann"",""Jake"",""Grace"",""Patrick"",""Victor"",""Mary"",""Zack"",""Rebecca""]"	"""F"""	"""45"""	"""0"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"38F5OAUN5NDQKN3C2LTP8YCKBZL7HY"	28	"Approved"	"Thu Nov 06 06:07:24 PST 2014"	"Wed Nov 05 13:21:27 PST 2014"	"Wed Nov 05 13:27:24 PST 2014"	"Wed Nov 05 16:47:08 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""pies"",""cookies"",""pies"",""pies"",""cookies"",""M&M's"",""M&M's"",""cookies"",""M&M's"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[10,6,2,2,9,5,6,9,10,8,3]"	"[10,6,2,2,9,5,6,9,10,8,3]"	"[0.7,0.325,0.15,0.05,0.4,0.725,0.55,0.325,0.625,0.775,0.55]"	"[0.325,0.7,0.75,0.7,0.35,0.3,0.4,0.675,0.375,0.075,0.425]"	"[0.6,1,0.225,0.05,0.95,0.65,0.55,0.85,1,0.85,0.55]"	"[0.45,0.15,0.075,0.85,0.175,0.125,0.3,0.225,0,0.15,0.3]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Barbara"",""Patrick"",""Iris"",""David"",""Jane"",""Grace"",""Tom"",""Robert"",""Cathy"",""Larry"",""Emma""]"	"[""Oliver"",""Kathy"",""Nancy"",""Yvonne"",""Wendy"",""Nathan"",""Zack"",""Olga"",""Lena"",""Matt"",""Tracy""]"	"""M"""	"""45"""	"""8"""	"""English"""	"""None"""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3YMTUJH0DSHJ69CO0HC7J5VYVRR4TM"	29	"Approved"	"Thu Nov 06 06:13:21 PST 2014"	"Wed Nov 05 13:30:32 PST 2014"	"Wed Nov 05 13:33:21 PST 2014"	"Wed Nov 05 16:47:08 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""pies"",""M&M's"",""cookies"",""pies"",""M&M's"",""cookies"",""M&M's"",""cookies"",""M&M's"",""cookies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[5,0,2,6,5,1,1,0,0,4,2]"	"[5,0,2,6,5,1,1,0,0,4,2]"	"[0.025,0.05,0.125,0.15,0.675,0.125,0,0.025,0.225,0.025,0.025]"	"[0.625,0.5,0.575,0.675,0.1,0.35,0.675,0.55,0.5,0.625,0.85]"	"[0.025,0.075,0.2,0.675,0.95,0.6,0,0.1,0.125,0.025,0.025]"	"[0.5,0.5,0.5,0.375,0.075,0.6,0.8,0.8,0.65,0.775,0.75]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""David"",""Ivan"",""Jake"",""Nathan"",""George"",""Diana"",""Larry"",""Yvonne"",""Frank"",""Wendy"",""Kevin""]"	"[""Stephanie"",""Patty"",""Oliver"",""Lena"",""Albert"",""Nancy"",""Mary"",""Cathy"",""Winston"",""Victoria"",""Jane""]"	"""F"""	"""35"""	"""8"""	"""english"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3AMW0RGHOD370PTN15IJD401X50PNW"	30	"Approved"	"Thu Nov 06 06:16:44 PST 2014"	"Wed Nov 05 13:34:22 PST 2014"	"Wed Nov 05 13:36:44 PST 2014"	"Wed Nov 05 16:47:08 PST 2014"	""	""	""	""	"1"	"[""cookies"",""pies"",""M&M's"",""cookies"",""M&M's"",""pies"",""pies"",""cookies"",""pies"",""cookies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[2,4,3,1,8,7,8,4,2,5,9]"	"[2,4,3,1,8,7,8,4,2,5,9]"	"[0.175,0.75,0.15,0,0.75,0.85,0.85,0.575,0.45,0.65,0.925]"	"[0.5,0.25,0.55,0.775,0.1,0.15,0.1,0.45,0.525,0.325,0.025]"	"[0.35,0.75,0.325,0,0.85,0.775,0.725,0.6,0.225,0.7,0.9]"	"[0.7,0.275,0.775,0.575,0.15,0.15,0.1,0.4,0.675,0.325,0]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Kevin"",""Oliver"",""Fiona"",""Lena"",""Albert"",""Victor"",""Stephanie"",""Steven"",""Olga"",""Jake"",""Jane""]"	"[""Patrick"",""Tom"",""Nathan"",""Robert"",""Rebecca"",""Barbara"",""George"",""Patty"",""Ann"",""Heather"",""Iris""]"	"""M"""	"""35"""	"""8"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3KRVW3HTZNMYVZOFHL7DVUGCFZXMS9"	31	"Approved"	"Thu Nov 06 06:17:14 PST 2014"	"Wed Nov 05 13:33:14 PST 2014"	"Wed Nov 05 13:37:14 PST 2014"	"Wed Nov 05 16:47:08 PST 2014"	""	""	""	""	"1"	"[""pies"",""pies"",""pies"",""M&M's"",""M&M's"",""M&M's"",""cookies"",""pies"",""cookies"",""pies"",""cookies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[7,3,4,5,9,4,1,6,5,8,3]"	"[7,3,4,5,9,4,1,6,5,8,3]"	"[0.9,0.5,0.575,0.125,0.925,0.425,0.025,0.75,0.8,0.925,0.3]"	"[0.025,0.375,0.275,0.6,0.075,0.375,0.975,0.125,0.225,0.075,0.475]"	"[0.9,0.675,0.725,0.125,0.925,0.4,0.05,0.9,0.775,1,0.275]"	"[0.3,0.425,0.275,0.825,0.05,0.55,1,0.15,0.125,0,0.625]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Victoria"",""Yvonne"",""Zack"",""Emma"",""Victor"",""Nathan"",""Stephanie"",""David"",""Robert"",""Larry"",""Fiona""]"	"[""Iris"",""Diana"",""Tom"",""Henry"",""Frank"",""Albert"",""Patty"",""Cathy"",""Patrick"",""Bob"",""Matt""]"	"""M"""	"""35"""	"""4"""	"""english"""	"""no comments"""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3C2NJ6JBKAIB8ISHZ777HRS8MV8N27"	32	"Approved"	"Thu Nov 06 06:19:10 PST 2014"	"Wed Nov 05 13:36:49 PST 2014"	"Wed Nov 05 13:39:10 PST 2014"	"Wed Nov 05 16:47:09 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""pies"",""M&M's"",""pies"",""pies"",""pies"",""M&M's"",""cookies"",""M&M's"",""pies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[7,9,5,10,6,5,2,5,0,2,4]"	"[7,9,5,10,6,5,2,5,0,2,4]"	"[0.975,0.975,0.55,1,0.925,0.85,0.5,0.7,0.025,0.375,0.55]"	"[0.075,0.05,0.1,0.025,0.075,0.025,0.15,0.075,0.475,0.125,0.2]"	"[0.725,0.8,0.65,0.95,0.825,0.725,0.575,0.8,0.025,0.325,0.575]"	"[0.125,0.2,0.5,0.075,0.175,0.075,0.5,0.125,0,0.5,0.5]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Barbara"",""Kathy"",""Calvin"",""Winston"",""Iris"",""Zack"",""Frank"",""Jake"",""Robert"",""Patrick"",""Fiona""]"	"[""Yvonne"",""Grace"",""Nancy"",""Heather"",""Tracy"",""Olga"",""Oliver"",""Emma"",""Stephanie"",""Steven"",""Ann""]"	"""F"""	"""55"""	"""4"""	"""english"""	"""na"""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3ITXP059PWK8URIUEOULF2OVB52JS2"	33	"Approved"	"Thu Nov 06 06:21:11 PST 2014"	"Wed Nov 05 13:37:13 PST 2014"	"Wed Nov 05 13:41:11 PST 2014"	"Wed Nov 05 16:47:09 PST 2014"	""	""	""	""	"1"	"[""cookies"",""M&M's"",""pies"",""M&M's"",""pies"",""cookies"",""M&M's"",""cookies"",""pies"",""M&M's"",""cookies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[10,8,4,5,10,3,4,5,6,0,1]"	"[10,8,4,5,10,3,4,5,6,0,1]"	"[0.025,0,0,0,0,0.125,0.175,0,0,0,0.75]"	"[0.925,0.925,1,0.95,1,1,1,1,1,1,0.35]"	"[0.1,0,0,0,0,0.225,0.175,0,0,0,0.75]"	"[1,1,1,1,1,1,1,1,1,0.5,0.575]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Emma"",""Cathy"",""Lena"",""Nathan"",""Rebecca"",""Larry"",""Frank"",""Albert"",""Heather"",""Zack"",""Stephanie""]"	"[""Winston"",""Kathy"",""Patty"",""Jane"",""George"",""Fiona"",""Ann"",""Calvin"",""Oliver"",""Steven"",""Bob""]"	"""F"""	"""65"""	"""6"""	"""Spanish"""	"""Interestin experiment"""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"379J5II41OHDFY1CGEMT60X8E3ZLE6"	34	"Approved"	"Thu Nov 06 06:21:22 PST 2014"	"Wed Nov 05 13:39:11 PST 2014"	"Wed Nov 05 13:41:22 PST 2014"	"Wed Nov 05 16:47:09 PST 2014"	""	""	""	""	"1"	"[""pies"",""pies"",""cookies"",""M&M's"",""M&M's"",""pies"",""M&M's"",""M&M's"",""pies"",""cookies"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[6,9,7,1,7,5,10,3,8,2,2]"	"[6,9,7,1,7,5,10,3,8,2,2]"	"[0.6,0.95,0.7,0.175,0.65,0.6,0.95,0.35,0.825,0.25,0.275]"	"[0.575,0.925,0.65,0.175,0.75,0.575,0.975,0.35,0.7,0.275,0.275]"	"[0.425,0.9,0.725,0.175,0.65,0.625,0.975,0.325,0.625,0.325,0.225]"	"[0.15,0.525,0.7,0.25,0.7,0.625,1,0.425,0.175,0.275,0.275]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Calvin"",""Iris"",""Ann"",""Jake"",""Bob"",""Henry"",""Kevin"",""Matt"",""Olga"",""Winston"",""Diana""]"	"[""Grace"",""Larry"",""Albert"",""George"",""Kathy"",""Cathy"",""Mary"",""Jane"",""Barbara"",""Emma"",""Rebecca""]"	"""M"""	"""35"""	"""0"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3PZDLQMM0TMSHEVQAHYT1GYWNRVC2F"	35	"Approved"	"Thu Nov 06 06:35:28 PST 2014"	"Wed Nov 05 13:52:39 PST 2014"	"Wed Nov 05 13:55:28 PST 2014"	"Wed Nov 05 16:47:09 PST 2014"	""	""	""	""	"1"	"[""pies"",""pies"",""pies"",""M&M's"",""M&M's"",""pies"",""cookies"",""cookies"",""pies"",""cookies"",""M&M's""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[4,3,9,9,10,2,9,5,7,7,5]"	"[4,3,9,9,10,2,9,5,7,7,5]"	"[0.25,0.3,0.875,0.075,0.55,0.2,0.6,0.25,0.575,0.425,0.125]"	"[0.625,0.65,0.325,0.375,0.325,0.65,0.625,0.65,0.6,0.35,0.525]"	"[0.65,0.425,1,0.625,0.825,0.3,0.7,0.55,0.65,0.675,0.325]"	"[0.425,0.55,0.075,0.35,0.375,0.575,0.325,0.35,0.225,0.575,0.7]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Calvin"",""Rebecca"",""Nathan"",""Lena"",""Winston"",""Ann"",""Edward"",""Grace"",""Zack"",""Bob"",""Heather""]"	"[""Iris"",""Patty"",""Emma"",""Kevin"",""Diana"",""Victoria"",""Kathy"",""Mary"",""Robert"",""Frank"",""Oliver""]"	"""M"""	"""45"""	"""6"""	"""English"""	""""""
"3YLTXLH3DF7C399J75I5J08IO17HPB"	"3MVRTDU8OEO8MU9DMSQ73PJEN4BF5E"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.50"	"Wed Nov 05 09:08:21 PST 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Nov 06 01:48:21 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3YLTXLH3DF7C399J75I5J08IO17HPB"	"3X1FV8S5JXSEVH9X0DENTCGMIHGGV1"	36	"Approved"	"Thu Nov 06 06:39:23 PST 2014"	"Wed Nov 05 13:49:45 PST 2014"	"Wed Nov 05 13:59:23 PST 2014"	"Wed Nov 05 16:47:09 PST 2014"	""	""	""	""	"1"	"[""M&M's"",""cookies"",""M&M's"",""pies"",""cookies"",""M&M's"",""cookies"",""pies"",""cookies"",""M&M's"",""pies""]"	"[10,10,10,10,10,10,10,10,10,10,10]"	"[2,9,10,7,2,8,3,2,8,3,8]"	"[2,9,10,7,2,8,3,2,8,3,8]"	"[0.025,0.925,0.025,0.975,0,0.025,0.025,0.95,1,0.025,0.975]"	"[0.025,0.025,0.05,0.025,0.025,0.025,0,0,0.025,0.025,0]"	"[0.025,1,0.025,0.975,0.025,0.025,0,0.975,0.975,0.05,0.975]"	"[1,0.025,0.025,0,0.45,0.475,0.5,0.025,0.025,0.5,0.025]"	"[1,2,3,4,5,6,7,8,9,10,11]"	"[""Oliver"",""George"",""Jake"",""Fiona"",""Zack"",""Barbara"",""Bob"",""Patty"",""Frank"",""Rebecca"",""Kathy""]"	"[""Steven"",""Nancy"",""Victoria"",""Nathan"",""Grace"",""Diana"",""Matt"",""Patrick"",""Emma"",""Henry"",""Victor""]"	"""M"""	"""25"""	"""4"""	"""english"""	"""none"""
