workerid	Answer.gender	Answer.age	Answer.income	Answer.nativeLanguage	Answer.orders	Answer.personAs	Answer.personBs	Answer.foods	Answer.totalQuants	Answer.eatenQuants	Answer.preciseEatenQuants	Answer.affects
A3I7S64UXCWVB5	F	35	6	ENGLISH	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Ivan,Frank,Victoria,Zack,Jake,Matt,Oliver,Calvin,Iris,Heather,Stephanie,Edward,Kevin,Grace,Ann,Mary,Patrick,Emma,Wendy,Olga,Albert,Robert	Steven,Patty,Fiona,Jane,Lena,Diana,Winston,Larry,Kathy,Tom,Victor,Yvonne,Barbara,Nancy,David,Henry,Cathy,Nathan,Rebecca,Tracy,Bob,George	strawberries,blueberries,cookies,cookies,strawberries,M&M's,cookies,bananas,bananas,pies,M&M's,pies,pies,bananas,M&M's,pies,pies,cookies,pies,blueberries,cookies,bananas	100,10,100,100,100,10,10,10,10,10,100,100,10,10,100,100,100,100,100,100,100,10	3,4,9,4,10,1,2,0,6,10,10,5,0,2,5,4,6,8,1,7,0,4	35,4,90,47,100,1,2,0,6,10,100,53,0,2,52,47,61,81,13,79,7,4	0.2,0,0.75,0.75,0.75,0,0,0,0.375,0.875,0.75,1,0,0.2,0.525,0.825,0.925,0.875,0.625,0.575,0.5,0.5
A15ARPVW8RQHP6	F	25	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Robert,Nathan,Cathy,Albert,Stephanie,Edward,Patty,Rebecca,Bob,Grace,Jake,Diana,Nancy,Patrick,Tom,Fiona,David,Zack,Matt,Emma,Victoria,Wendy	George,Barbara,Iris,Mary,Yvonne,Lena,Winston,Frank,Steven,Ann,Olga,Oliver,Jane,Victor,Ivan,Henry,Kathy,Larry,Calvin,Kevin,Heather,Tracy	cookies,pies,pies,M&M's,M&M's,bananas,strawberries,strawberries,blueberries,cookies,strawberries,strawberries,blueberries,cookies,pies,bananas,cookies,bananas,strawberries,strawberries,cookies,blueberries	10,10,10,100,10,10,10,10,100,100,100,100,10,10,10,10,100,100,100,10,100,10	1,8,5,10,10,4,4,3,10,1,0,3,8,2,6,5,10,2,6,6,6,10	1,8,5,100,10,4,4,3,100,18,4,31,8,2,6,5,100,27,63,6,61,10	0.025,0.75,0.775,1,0.375,0.4,0.425,0.275,0.725,0.275,0.1,0.325,0.625,0.25,0.65,0.625,0.9,0.375,0.625,0.6,0.775,0.85
A3JEZR3ZUXD99S	F	35	8	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Rebecca,Victor,Grace,Stephanie,Tom,Frank,Kathy,Steven,Nathan,Jane,Olga,George,Larry,Henry,Barbara,Oliver,Diana,Heather,Emma,Yvonne,Robert,Jake	Iris,Bob,Cathy,Ivan,Ann,Albert,Patrick,Tracy,Matt,Nancy,Lena,Kevin,Fiona,Calvin,Winston,Wendy,David,Mary,Edward,Patty,Zack,Victoria	pies,bananas,bananas,blueberries,M&M's,M&M's,strawberries,bananas,blueberries,bananas,blueberries,strawberries,pies,bananas,cookies,bananas,blueberries,blueberries,strawberries,M&M's,pies,cookies	100,100,10,100,10,100,10,10,100,100,100,100,100,100,10,10,100,10,10,10,10,100	3,5,8,9,1,5,10,7,6,6,4,9,9,2,1,9,0,8,5,10,9,3	39,59,8,99,1,57,10,7,64,63,48,95,90,28,1,9,5,8,5,10,9,32	0.375,0.3,0.425,0.725,0.125,0.25,0.25,0.275,0.375,0.4,0.275,0.25,0.65,0.25,0.075,0.4,0.05,0.05,0.125,0.25,0.65,0.225
A2J843CHDXF45T	F	25	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Jake,Calvin,Matt,Wendy,Tracy,David,Yvonne,Henry,Jane,Ivan,Kevin,Barbara,Victor,Larry,Edward,Iris,Heather,Grace,Ann,Nancy,Rebecca,Diana	Mary,Winston,Frank,Albert,Zack,Patrick,Steven,Nathan,Oliver,Olga,Emma,Robert,Lena,Bob,Stephanie,Victoria,Tom,Patty,Kathy,Cathy,George,Fiona	cookies,pies,bananas,cookies,pies,M&M's,bananas,bananas,pies,pies,cookies,blueberries,bananas,pies,strawberries,cookies,pies,strawberries,pies,pies,cookies,strawberries	10,100,10,10,10,10,100,100,100,10,10,10,100,10,100,100,10,10,10,100,10,100	10,2,8,3,5,10,6,1,0,2,9,7,2,3,8,2,9,10,4,3,7,4	10,24,8,3,5,10,64,18,8,2,9,7,24,3,81,24,9,10,4,32,7,47	1,0.625,1,0.25,0.75,0.975,0.95,0.25,0,0.3,1,0.75,0.375,0.25,0.925,0.65,0.975,1,0.65,0.65,1,0.75
A1VMYUHSHVGNOW	M	65	0	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Jane,Zack,Jake,Albert,Frank,David,Robert,Winston,Steven,Edward,Nancy,Henry,Grace,Ann,Tracy,Oliver,Yvonne,Tom,Calvin,Wendy,Heather,Victoria	Olga,Iris,Cathy,Patty,Larry,Mary,Ivan,Matt,Nathan,Emma,Barbara,Diana,Kathy,Lena,Victor,George,Rebecca,Fiona,Stephanie,Patrick,Bob,Kevin	strawberries,bananas,cookies,cookies,M&M's,blueberries,bananas,blueberries,pies,cookies,cookies,strawberries,blueberries,cookies,strawberries,bananas,M&M's,strawberries,cookies,M&M's,cookies,pies	100,10,100,100,10,10,100,10,10,100,100,100,10,100,100,10,100,10,10,100,10,100	1,2,10,1,4,7,7,1,9,7,6,7,0,8,3,8,4,8,3,6,7,4	11,2,100,16,4,7,79,1,9,77,69,70,0,87,30,8,46,8,3,60,7,48	0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.25,0.75,0.75,0.5,0.75,0,0.75,0.275,0.75,0.25,0.75,0.25,0.5,0.5,0.75
A1EZIUCYYBXEJH	F	55	8	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Mary,Lena,Patty,Victoria,Albert,Grace,Kathy,Jake,Winston,Kevin,Barbara,Oliver,Robert,Iris,Zack,Wendy,Cathy,Jane,Yvonne,Calvin,Steven,Ivan	Frank,Emma,Fiona,Matt,Larry,Diana,Rebecca,Victor,Ann,Nancy,George,Olga,Patrick,Stephanie,Henry,David,Tom,Heather,Nathan,Bob,Edward,Tracy	cookies,strawberries,pies,cookies,blueberries,blueberries,bananas,cookies,cookies,M&M's,blueberries,cookies,cookies,pies,strawberries,cookies,bananas,M&M's,pies,bananas,pies,bananas	10,10,100,100,10,10,10,100,100,10,10,100,100,100,100,10,10,100,100,100,10,100	1,0,9,1,7,1,2,2,9,0,5,6,4,1,3,4,3,4,5,5,0,10	1,0,96,12,7,1,2,24,93,0,5,69,47,16,34,4,3,44,52,56,0,100	0.25,0.025,1,0.75,0.75,0.25,0.625,0.75,1,0,0.75,0.975,0.75,0.625,0.65,0.65,0.65,0.75,0.75,0.775,0.025,0.975
A2DUJEW76T1J8Y	M	25	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Zack,Emma,Cathy,Rebecca,Victor,Kathy,Patrick,Fiona,Henry,Heather,Jake,David,Ann,Larry,Oliver,Jane,Victoria,Robert,Winston,Patty,Stephanie,Diana	Lena,Calvin,Grace,Albert,Nancy,Wendy,Barbara,Tom,Edward,Olga,Yvonne,Steven,Nathan,Iris,Bob,Mary,Kevin,George,Ivan,Matt,Tracy,Frank	blueberries,blueberries,blueberries,pies,M&M's,strawberries,bananas,bananas,M&M's,M&M's,blueberries,bananas,strawberries,pies,pies,bananas,bananas,blueberries,cookies,cookies,cookies,pies	100,100,100,10,100,100,10,10,100,10,10,100,10,100,100,100,10,10,10,100,10,100	3,6,5,2,4,8,6,10,6,5,8,10,7,1,4,5,9,0,10,5,5,7	32,62,57,2,41,85,6,10,66,5,8,100,7,15,49,55,9,0,10,52,5,76	0.5,0.55,0.5,0.65,0.35,0.4,0.725,0.85,0.4,0.5,0.5,1,0.5,1,1,1,1,0.5,0.825,0.825,0.625,1
A2MKY58OO80BKM	M	17	0	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Kevin,Victoria,Jake,Emma,Iris,Heather,Edward,Nathan,Lena,Zack,Henry,Oliver,Patrick,Victor,Albert,Mary,Frank,Ivan,Stephanie,Wendy,Patty,Robert	Calvin,Fiona,Ann,Olga,Bob,Barbara,Yvonne,Winston,Jane,Tom,Tracy,Matt,Nancy,George,David,Steven,Rebecca,Cathy,Larry,Grace,Kathy,Diana	pies,M&M's,blueberries,bananas,pies,blueberries,cookies,cookies,M&M's,bananas,blueberries,cookies,cookies,strawberries,bananas,M&M's,strawberries,pies,M&M's,bananas,M&M's,cookies	10,10,100,100,100,100,10,100,10,100,10,10,10,10,100,10,100,10,10,10,100,10	9,0,6,9,4,9,10,9,10,3,10,8,2,4,1,6,6,8,7,5,10,3	9,0,67,93,45,99,10,96,10,35,10,8,2,4,12,6,65,8,7,5,100,3	0.55,0.575,0.55,0.55,0.55,0.575,0.55,0.6,0.575,0.55,0.6,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
AA0SJ3BTKZ4LC	M	35	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Diana,Ivan,Grace,Larry,David,Jake,Frank,Tom,Lena,Nathan,Emma,Mary,Patty,Kathy,Calvin,Henry,Oliver,Olga,Steven,Rebecca,Ann,Patrick	Heather,Fiona,Cathy,Victoria,Jane,Robert,Tracy,Barbara,Edward,Winston,Victor,Yvonne,Wendy,Kevin,Albert,Nancy,Iris,George,Zack,Stephanie,Bob,Matt	bananas,pies,cookies,blueberries,cookies,M&M's,cookies,pies,bananas,M&M's,cookies,blueberries,bananas,pies,pies,pies,bananas,cookies,strawberries,blueberries,pies,strawberries	10,10,100,100,100,10,10,10,100,10,100,10,100,100,100,10,10,100,100,10,10,100	8,4,2,6,5,6,3,9,4,1,1,0,10,0,2,5,9,9,3,3,8,7	8,4,21,68,57,6,3,9,45,1,14,0,100,4,20,5,9,92,33,3,8,71	0.8,0.45,0.75,0.275,0.875,0.275,0.275,0.925,0.45,0.075,0.3,0.125,0.975,0.225,0.35,0.625,0.85,0.925,0.375,0.175,0.25,0.65
A11GR3YOIMXSN8	F	25	4	English 	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Tracy,Calvin,Iris,Ivan,Wendy,Steven,Victoria,Stephanie,Diana,Edward,Nathan,Ann,Grace,Patty,Heather,Kevin,Matt,Lena,Oliver,David,George,Kathy	Jake,Victor,Bob,Henry,Fiona,Larry,Nancy,Rebecca,Mary,Patrick,Robert,Cathy,Albert,Jane,Frank,Emma,Yvonne,Winston,Barbara,Tom,Zack,Olga	strawberries,strawberries,strawberries,pies,M&M's,strawberries,blueberries,cookies,strawberries,strawberries,bananas,bananas,strawberries,pies,M&M's,pies,pies,blueberries,M&M's,strawberries,blueberries,strawberries	10,100,10,100,100,100,10,10,10,10,100,100,100,10,10,10,10,100,10,100,100,10	1,6,5,9,1,5,4,4,8,0,9,1,4,5,1,2,8,1,2,0,3,9	1,67,5,97,18,51,4,4,8,0,99,13,40,5,1,2,8,11,2,1,30,9	0,1,0.25,1,0.25,0.75,0.25,0.75,0.75,0,0.975,0.725,0.75,1,0,0.75,0.975,0,0,0,0.25,0.8
A1L8EKZK9FFTJN	F	45	10	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Patty,Fiona,George,Ann,Victoria,Jake,Jane,Iris,Grace,Patrick,Bob,Edward,Calvin,Mary,Nancy,Tom,Winston,Diana,Larry,Cathy,Olga,Oliver	Tracy,Steven,Stephanie,Nathan,Rebecca,Wendy,Yvonne,Robert,Ivan,Matt,David,Emma,Frank,Albert,Kevin,Barbara,Lena,Henry,Victor,Heather,Zack,Kathy	pies,blueberries,strawberries,M&M's,M&M's,bananas,cookies,M&M's,pies,bananas,bananas,cookies,M&M's,cookies,bananas,cookies,pies,M&M's,strawberries,bananas,blueberries,blueberries	100,10,100,100,10,100,100,10,10,10,10,10,100,10,100,100,100,10,100,10,10,10	9,7,10,5,6,3,10,5,3,9,5,7,1,8,10,9,7,0,1,4,4,1	98,7,100,57,6,38,100,5,3,9,5,7,19,8,100,98,76,0,16,4,4,1	0.75,0.725,0.725,0.65,0.275,0.3,0.75,0.275,0.625,0.775,0.5,0.6,0.375,0.625,0.75,0.75,0.75,0,0.15,0.3,0.15,0.1
A2UKE5M4IZP49P	M	35	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Victoria,Winston,Matt,Yvonne,Ann,Nathan,Patty,Grace,Nancy,Wendy,Barbara,Heather,Olga,Victor,Diana,Tom,Patrick,Fiona,Stephanie,Kevin,Robert,Jane	Emma,Kathy,Rebecca,Henry,Ivan,Lena,Iris,Tracy,David,Oliver,Steven,Cathy,Albert,George,Frank,Bob,Jake,Zack,Edward,Larry,Mary,Calvin	strawberries,cookies,bananas,M&M's,pies,bananas,cookies,bananas,strawberries,pies,bananas,M&M's,pies,M&M's,cookies,blueberries,M&M's,strawberries,strawberries,blueberries,pies,strawberries	10,10,10,100,10,10,10,100,10,100,10,100,10,10,100,10,10,10,100,10,100,10	10,2,5,2,1,7,0,1,3,3,3,1,2,0,7,2,6,9,4,0,4,0	10,2,5,21,1,7,0,16,3,32,3,15,2,0,77,2,6,9,40,0,42,0	0.9,0.1,0.95,0.425,0.1,0.975,0.175,0.625,0.325,0.75,0.55,0.15,0.525,0.025,0.975,0,0.55,1,0.725,0.025,1,0.025
A2V8NB70AKR1AM	M	45	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Emma,Heather,Rebecca,Bob,Mary,Matt,Stephanie,Fiona,Wendy,Kathy,Ann,Lena,Larry,Zack,David,Henry,Jake,Victoria,Tom,Olga,Albert,Ivan	Calvin,Jane,Winston,Nancy,Steven,Nathan,Patty,Oliver,Iris,Kevin,Robert,George,Edward,Frank,Grace,Cathy,Tracy,Barbara,Victor,Diana,Yvonne,Patrick	cookies,cookies,cookies,cookies,pies,strawberries,bananas,cookies,bananas,blueberries,pies,cookies,bananas,M&M's,cookies,cookies,bananas,pies,M&M's,M&M's,M&M's,bananas	10,100,10,10,100,100,10,100,10,10,10,100,100,100,10,100,10,100,10,100,100,100	2,0,7,9,3,4,10,8,4,10,2,7,1,6,6,1,7,4,6,3,10,4	2,5,7,9,33,41,10,80,4,10,2,74,17,69,6,15,7,42,6,33,100,44	0.25,0.25,0.075,0.15,0.25,0.25,0.25,0.25,0.275,0.125,0.25,0.25,0.325,0.25,0.3,0.35,0.3,0.275,0.25,0.225,0.05,0.275
A156021XP6CYX6	F	25	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Bob,Edward,Frank,Kevin,Mary,Kathy,Nathan,Diana,Winston,Olga,George,Tracy,Steven,Lena,Patrick,Victoria,Jane,Grace,Fiona,Rebecca,Tom,Cathy	David,Larry,Patty,Heather,Yvonne,Henry,Iris,Ann,Ivan,Albert,Matt,Emma,Stephanie,Nancy,Robert,Wendy,Zack,Oliver,Victor,Calvin,Barbara,Jake	M&M's,pies,bananas,pies,pies,cookies,strawberries,blueberries,cookies,bananas,bananas,bananas,pies,blueberries,M&M's,M&M's,M&M's,bananas,strawberries,blueberries,M&M's,blueberries	10,100,10,10,100,10,100,100,100,10,10,10,10,10,100,10,100,100,10,100,10,100	1,3,8,8,10,7,0,8,1,6,0,5,10,2,6,0,9,6,9,3,5,0	1,34,8,8,100,7,9,82,16,6,0,5,10,2,66,0,90,61,9,36,5,5	0,1,1,1,1,1,0,1,0.625,0.75,0,0.275,1,0.25,0.75,0,1,0.775,0.75,0.25,0.5,0.025
A1THQGDTFIFTI8	M	55	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Frank,Grace,Albert,Kathy,Nancy,Tracy,Oliver,Edward,Wendy,Jane,Fiona,Stephanie,Calvin,Henry,Bob,Rebecca,Robert,Tom,Barbara,Nathan,David,Patrick	George,Mary,Victoria,Ivan,Yvonne,Ann,Steven,Heather,Iris,Jake,Cathy,Lena,Patty,Diana,Zack,Olga,Victor,Winston,Kevin,Emma,Larry,Matt	strawberries,strawberries,M&M's,blueberries,cookies,pies,strawberries,pies,cookies,blueberries,pies,M&M's,bananas,pies,strawberries,cookies,bananas,pies,bananas,M&M's,strawberries,blueberries	100,100,10,100,10,10,100,100,100,10,10,10,10,10,100,100,10,10,10,100,10,100	2,7,0,4,3,10,3,0,0,3,5,9,7,6,0,8,0,4,5,9,10,2	29,70,0,40,3,10,34,4,4,3,5,9,7,6,8,84,0,4,5,97,10,26	0.225,0.275,0.25,0.25,0.225,0.75,0.25,0.75,0.2,0.225,0.75,0.225,0.625,0.75,0.25,0.775,0.275,0.75,0.225,0.75,0.225,0.25
A1FBD0P6GEJ2X	F	45	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Zack,Emma,Cathy,Calvin,Albert,Steven,Robert,Kevin,Nancy,Patty,Jake,Ivan,Oliver,Tom,Grace,Victoria,Yvonne,Tracy,Patrick,Winston,Victor,George	Rebecca,Mary,Diana,Bob,Henry,Ann,David,Jane,Nathan,Kathy,Wendy,Lena,Frank,Olga,Heather,Larry,Stephanie,Edward,Iris,Matt,Fiona,Barbara	bananas,M&M's,strawberries,bananas,pies,bananas,blueberries,bananas,M&M's,cookies,strawberries,cookies,M&M's,strawberries,strawberries,strawberries,strawberries,cookies,bananas,strawberries,blueberries,strawberries	10,100,100,10,100,10,10,100,10,100,100,100,10,10,10,10,100,10,100,10,100,100	2,2,3,6,5,0,2,8,4,8,1,0,0,0,5,8,4,1,0,7,5,9	2,28,32,6,56,0,2,80,4,89,14,5,0,0,5,8,46,1,6,7,59,91	0,0.025,0.25,0.725,0.975,0.025,0.025,0.975,0,1,0,0.025,0.025,0.025,0.55,0.975,0.95,0.025,0.825,0.7,0.5,0.975
A3IVDKPS31IEH3	F	25	0	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Diana,Ann,Barbara,David,George,Rebecca,Jane,Yvonne,Tracy,Olga,Jake,Patty,Patrick,Matt,Kathy,Iris,Cathy,Emma,Steven,Victor,Larry,Robert	Nathan,Nancy,Lena,Grace,Ivan,Winston,Calvin,Edward,Zack,Victoria,Albert,Tom,Mary,Stephanie,Frank,Bob,Henry,Kevin,Fiona,Oliver,Wendy,Heather	M&M's,strawberries,strawberries,bananas,strawberries,M&M's,blueberries,blueberries,bananas,blueberries,bananas,strawberries,M&M's,strawberries,pies,bananas,blueberries,cookies,bananas,cookies,strawberries,strawberries	10,100,100,10,10,100,100,10,100,100,100,100,10,10,100,10,10,100,100,10,100,100	4,8,0,7,4,5,3,2,9,10,4,2,6,3,10,0,6,9,0,8,5,1	4,89,4,7,4,51,39,2,98,100,49,27,6,3,100,0,6,97,2,8,57,12	0.1,0.75,0,0.825,0.45,0.6,0.25,0.425,0.975,0.875,0.725,0.425,0.675,0.25,1,0,0.25,1,0,0.85,0.75,0.1
A12FQG71ORV4FE	M	25	0	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Matt,Emma,Winston,Grace,Frank,Kevin,Heather,Lena,Rebecca,Nathan,Oliver,Tracy,Fiona,Patrick,Wendy,Ann,Mary,Calvin,Barbara,David,Victoria,Diana	Iris,Bob,Nancy,Cathy,Albert,Zack,Jane,Edward,Henry,Larry,Tom,Patty,Kathy,Jake,Steven,Robert,George,Yvonne,Ivan,Olga,Stephanie,Victor	blueberries,pies,blueberries,M&M's,pies,pies,cookies,M&M's,strawberries,blueberries,M&M's,M&M's,strawberries,M&M's,blueberries,M&M's,blueberries,strawberries,blueberries,cookies,M&M's,bananas	10,100,10,100,100,10,100,100,100,100,10,100,10,100,10,10,10,10,10,100,100,10	8,2,7,10,10,5,4,5,4,2,5,1,1,8,10,4,2,0,3,9,3,8	8,29,7,100,100,5,45,54,42,22,5,16,1,87,10,4,2,0,3,95,30,8	0.725,1,0.575,1,1,0.7,0.85,0.6,0.35,0.3,0.6,0.35,0.025,0.775,0.75,0.35,0.25,0,0.3,0.775,0.65,0.775
A1FSI7YTTT6DMG	F	35	8	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Lena,George,Nancy,Patrick,Victor,Emma,Bob,Robert,Kathy,Grace,Zack,David,Wendy,Frank,Barbara,Cathy,Jane,Oliver,Kevin,Jake,Rebecca,Ann	Calvin,Edward,Diana,Matt,Mary,Patty,Tracy,Yvonne,Heather,Ivan,Victoria,Iris,Fiona,Larry,Albert,Olga,Steven,Henry,Nathan,Winston,Tom,Stephanie	bananas,bananas,blueberries,cookies,cookies,pies,blueberries,bananas,blueberries,cookies,pies,bananas,pies,strawberries,M&M's,strawberries,blueberries,bananas,pies,bananas,M&M's,M&M's	10,10,10,10,100,10,100,100,10,100,10,100,10,10,100,100,10,10,10,10,100,100	4,6,4,0,7,9,1,3,7,6,2,8,0,10,5,2,9,9,10,10,7,1	4,6,4,0,79,9,10,31,7,66,2,81,0,10,59,29,9,9,10,10,75,14	0.775,0.875,0.55,0.025,0.975,1,0.525,0.825,0.675,0.65,0.475,1,0,0.8,0.55,0.6,0.85,0.8,1,0.975,0.725,0.35
A324FQ64NCN2YS	M	45	4	english	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Grace,Victor,Kevin,Yvonne,Kathy,Victoria,Zack,Albert,Calvin,Olga,Bob,Patrick,Larry,Edward,Fiona,Diana,Emma,Oliver,Heather,Iris,Rebecca,Barbara	Wendy,Mary,Frank,Stephanie,Cathy,Winston,David,Matt,Ivan,Lena,Tracy,Nathan,Tom,George,Henry,Jake,Ann,Patty,Nancy,Steven,Robert,Jane	pies,blueberries,cookies,strawberries,pies,strawberries,M&M's,bananas,blueberries,cookies,strawberries,bananas,blueberries,strawberries,cookies,cookies,M&M's,M&M's,M&M's,blueberries,bananas,cookies	100,100,10,100,100,100,10,100,10,10,10,10,100,100,100,100,100,100,10,10,100,100	1,1,4,5,8,0,5,10,2,0,1,6,9,10,5,10,1,7,3,1,9,2	12,15,4,53,88,4,5,100,2,0,1,6,90,100,50,100,17,72,3,1,99,29	0.75,0.25,0.75,0.875,1,0.1,0.25,1,0.125,0,0.05,0.75,0.9,1,0.75,1,0.25,0.75,0.375,0.125,0.925,0.625
A3CRE79E4DYU6T	F	35	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Grace,Heather,Lena,Henry,Fiona,Patty,Larry,Emma,Robert,Matt,Wendy,Jane,Ivan,Kathy,Winston,George,Oliver,Albert,Nancy,Diana,Kevin,Patrick	Iris,Zack,Cathy,Ann,Mary,Barbara,Edward,David,Yvonne,Victoria,Frank,Steven,Calvin,Stephanie,Tracy,Victor,Tom,Bob,Rebecca,Nathan,Jake,Olga	strawberries,bananas,bananas,blueberries,cookies,blueberries,cookies,pies,bananas,M&M's,pies,cookies,strawberries,M&M's,strawberries,cookies,cookies,pies,M&M's,pies,pies,strawberries	100,100,100,100,100,100,10,10,10,100,100,100,100,10,100,100,100,10,10,10,100,100	7,6,9,5,5,10,4,8,0,4,6,0,10,6,5,6,7,3,8,6,9,2	77,62,97,55,59,100,4,8,0,47,69,4,100,6,56,69,71,3,8,6,99,22	0.75,0.6,0.975,0.5,1,0.975,0.425,0.75,0,0.575,0.9,0.025,0.95,0.25,0.75,0.625,0.825,0.575,0.5,0.75,0.975,0.475
A3CV1WJBVRT3B2	F	55	8	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Stephanie,Steven,Matt,Nancy,Ann,Grace,Larry,Victoria,Jake,Edward,Mary,David,Lena,Cathy,Yvonne,Kevin,Ivan,Winston,Fiona,Tracy,Wendy,Robert	Victor,Bob,Emma,Zack,Diana,Nathan,Heather,Oliver,Henry,Tom,Frank,Barbara,Jane,Olga,Kathy,Patrick,Albert,Iris,Patty,George,Rebecca,Calvin	pies,pies,strawberries,strawberries,strawberries,bananas,pies,M&M's,bananas,bananas,M&M's,blueberries,strawberries,M&M's,blueberries,strawberries,strawberries,blueberries,bananas,blueberries,blueberries,cookies	100,100,10,100,10,100,100,100,10,100,100,10,100,10,100,100,100,100,10,10,100,100	4,5,7,6,0,2,3,6,8,9,8,3,9,2,8,4,2,3,1,6,2,6	44,58,7,67,0,21,39,62,8,90,87,3,92,2,86,47,25,39,1,6,25,66	0.5,0.5,0.25,0.75,0.25,0.75,0.75,0.275,0.775,0.75,0.75,0.025,0.75,0,0.275,0.75,0.5,0.25,0.025,0.25,0.25,0.75
A1L86G7KS772C4	F	35	4	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Rebecca,Henry,Lena,Bob,Steven,George,Mary,Iris,Frank,Calvin,Stephanie,Yvonne,Edward,Ann,Oliver,Zack,Kevin,Nathan,Winston,David,Barbara,Albert	Wendy,Jane,Victoria,Patrick,Kathy,Ivan,Diana,Jake,Matt,Larry,Cathy,Victor,Emma,Patty,Tracy,Heather,Nancy,Fiona,Grace,Tom,Robert,Olga	strawberries,blueberries,pies,M&M's,strawberries,cookies,bananas,cookies,bananas,blueberries,pies,pies,cookies,M&M's,pies,pies,blueberries,bananas,bananas,cookies,strawberries,M&M's	100,100,100,100,100,100,100,100,100,10,100,10,100,100,100,10,10,10,100,10,10,100	3,1,7,7,6,9,8,1,2,6,3,2,0,2,5,4,3,3,1,0,9,3	32,14,76,75,62,92,85,14,26,6,31,2,2,21,53,4,3,3,15,0,9,31	0.65,0.1,0.875,0.5,0.75,1,0.65,0.5,0.5,0,0.65,0.45,0,0.1,0.75,0.6,0,0.3,0.5,0,0.825,0.275
A1VURQRUWM3JXJ	F	25	6	English	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22	Wendy,Grace,Zack,Oliver,Larry,Calvin,Nathan,Diana,George,Tracy,Henry,Barbara,Olga,Heather,Kathy,Mary,Nancy,Steven,Winston,Tom,Bob,Patrick	David,Fiona,Jake,Stephanie,Kevin,Iris,Robert,Matt,Jane,Ann,Yvonne,Patty,Lena,Victoria,Edward,Rebecca,Emma,Cathy,Victor,Ivan,Frank,Albert	M&M's,blueberries,strawberries,cookies,pies,pies,pies,M&M's,cookies,cookies,pies,cookies,M&M's,cookies,blueberries,blueberries,pies,cookies,M&M's,strawberries,blueberries,blueberries	100,10,100,10,10,100,10,100,10,10,10,100,100,100,10,100,100,10,10,10,10,100	10,5,4,0,1,2,3,2,3,9,8,7,0,5,8,3,5,8,8,2,1,4	100,5,40,0,1,22,3,21,3,9,8,79,6,52,8,30,52,8,8,2,1,41	0.7,0.275,0.575,0.25,0,0.95,0.575,0.175,0.55,0.8,0.925,0.975,0.025,0.875,0.25,0.05,0.95,0.875,0.4,0,0,0.2
