Item_ID	Sentence	Word	POS	Phrase	Partitive	LenSentence
26124:12	but there's always a sale.	always		ADVP-TMP	no	6
26144:50	but they've gotten, they've got *-1 to pay for all that national advertising now.	all		NP	no	16
26153:29	they're, they're all over the country now.	all		PP-LOC-PRD	no	9
26174:69	and that was the place 0 * to go *t*-1 *-2 to get your t v --s and washer and dryers and refrigerators and all that.	all		NP	no	26
26324:9	well, none at the moment.	none		NP	no	5
26344:35	and it's uh, it's everything 0 it's supposed *-1 to be *t*-2.	everything		NP	no	15
26379:94	but even though i love the car 0 i've got *t*-1 now, i think 0 my next car will probably be american again because if i can at all do it, i'd like *-2 to stay american,	all		ADVP	no	39
26383:7	i always have *?*, up until now.	always		ADVP-TMP	no	8
26413:82	and as i said, as far i'm concerned, it, it has been extremely, uh, uh, serviceable and everything 0 i wanted *t*-1.	everything		NP	no	23
26457:114	and it was upon his recommendation *ich*-1 and so forth for, you know, comparable, comparably equipped, you know, with cruise control and air conditioning and a m f m radio, and all these other things	all		NP	no	35
26492:75	uh, cars are too expensive *ich*-1 right now * to, uh to even think about *-2 buying new cars every couple of years, you know	every		NP	no	25
26522:28	they had, uh, b m w and all these other kinds of cars.	all		NP	no	13
26531:129	and even, even though i, i, i do enjoy cars, i enjoy, um, *-1 driving them, i enjoy, uh, *-2 riding in them and everything, but, i can't see *-4 buying, or paying more *ich*-3 for a car than i would *?* for a house, you know.	everything		NP-ETC	no	49
26542:7	i never have been *?*, since, you know, my parents had *-1 to force me to get my driver's license when i was young *t*-2 when i was sixteen *t*-3.	never		ADVP-TMP	no	32
26546:12	so i've never really cared.	never		ADVP-TMP	no	6
26549:12	i never, it was never my own car	never		ADVP-TMP	no	8
26549:26	i never, it was never my own car	never		ADVP-TMP	no	8
26553:10	it was always someone else's.	always		ADVP-TMP	no	6
26555:32	but * to go out and drive, uh, never has really been, had any appeal to me in that regard.	never		ADVP-TMP	no	20
26564:22	that's happened to me almost every time 0 i've,	every		NP	no	11
26611:8	all, all young americans,	all		NP-UNF	no	4
26611:15	all, all young americans,	all		NP	no	4
26693:67	and most kids these days have gotten themselves into, uh, financial situations, where they have *-1 to be working all the time *t*-2.	all		NP-TMP	no	23
26836:14	* get them all in the auditorium,	all		NP	no	7
26923:34	so, but before i went through all of that i wanted *-1 to see how i was going *-2 to like it *t*-3.	all		NP	yes	23
26931:16	did you teach in all subjects or in all grade levels	all		NP	no	11
26931:26	did you teach in all subjects or in all grade levels	all		NP	no	11
26992:31	but i don't think 0 they could cover everything that you could teach, your children *t*-1 on an individual basis.	everything		NP	no	21
27002:24	i've seen some districts where all the schools are lousy *t*-1	all		NP-SBJ	no	12
27110:51	and when you see, uh, koreans and chinese and japanese who *t*-1 are taking all the, uh, science jobs, all the engineering jobs, all the mathematical jobs *t*-2	all		NP	no	28
27110:69	and when you see, uh, koreans and chinese and japanese who *t*-1 are taking all the, uh, science jobs, all the engineering jobs, all the mathematical jobs *t*-2	all		NP	no	28
27110:80	and when you see, uh, koreans and chinese and japanese who *t*-1 are taking all the, uh, science jobs, all the engineering jobs, all the mathematical jobs *t*-2	all		NP	no	28
27122:13	you just memorize everything.	everything		NP	no	4
27126:54	and then at the end of the, of a certain time period you spitted everything back out	everything		NP	no	17
27159:32	and it's how well you can remember it all *t*-1.	all		NP	no	11
27168:7	i never did.	never		ADVP-TMP	no	3
27169:7	i always tried *-1 to understand things, not tried *-1 to memorize.	always		ADVP-TMP	no	12
27277:33	you know, they're kind of fearful of, everything.	everything		NP	no	9
27377:15	and it took me all weekend	all		NP	no	6
27477:7	but all the trim around the house was, uh,	all		NP	no	9
27550:25	and, of course, if it's all white you're all right	all		VP	no	12
27550:37	and, of course, if it's all white you're all right	all		ADJP-PRD	no	12
27567:30	it's the very same type of paint and everything,	everything		NP-ETC	no	10
27602:12	and it had all this dark trim.	all		NP	no	7
27611:12	the mold, everything is white.	everything		NP	no	5
27615:14	in a new house everything is white.	everything		NP-SBJ	no	7
27659:16	and she did that all the way around the room which *t*-1 makes it look very attractive,	all		NP-MNR	no	17
27669:42	it explains why they, why they have everything white *t*-1	everything		NP-SBJ	no	10
27674:49	well, maybe, maybe that *t*-1 understands colors would know all of that stuff	all		NP	yes	13
27809:9	and i never have the discipline *-1 to stay with it,	never		ADVP-TMP	no	11
27819:105	i guess 0 one of the things was that *t*-1 influenced me was that i, i've worked in radio stations as a d j for all my college years *-2 trying *-3 to support my way through there, and suppor-, was support,	all		NP	no	43
27820:20	i was influenced *-1 by all different kinds of music but basically because that's where i worked *t*-1.	all		NP	no	19
27871:10	uh, all 0 i have *-1 to do *t*-2 is hear that song	all		NP	no	13
27894:25	and i have, uh, returned about every four or five years to *-2 thinking that i would like *-1 to do something about it.	every		QP	no	24
27906:22	i, i always think that i'll be able *-1 to do it	always		ADVP-TMP	no	13
27917:85	uh, but in a, in a innate music sense there just seems *-1 to be something missing * there which *t*-2 is always frustrating for me since i have pretty high math aptitude	always		ADJP-PRD	no	33
27918:37	and i keep *-2 thinking, gee, i thought that all the math and music people are supposed *-1 to go hand in hand	all		NP-SBJ-1	no	23
27925:10	i was never able *-1 to, to master all that.	never		ADVP-TMP	no	10
27925:41	i was never able *-1 to, to master all that.	all		NP	no	10
27932:79	and is the * turns out 0 i was the only one who *t*-1 really had an interest in it and never got *-2 to *?*,	never		ADVP-TMP	no	27
27950:74	so we both have a secret background that *t*-1 says 0 somehow or another we just knew 0 we were piano players and never got a chance, uh,	never		ADVP-TMP	no	28
27952:10	* just never got a chance * to come out.	never		ADVP-TMP	no	10
28001:54	and then, and then of course today it's supposed *-1 to be all the other way.	all		NP-PRD	no	17
28007:105	and, and we have these wonderful people who *t*-1 are who *t*-2 are totally prepared *-3 to tea-, to teach your child everything 0 they need *-4 to know *t*-5 in day care	everything		NP	no	33
28063:123	in my case, i just, uh, decided that, as long as my kids were little, i would be better off at home with them, instead of *-3 driving myself crazy *-1 trying *-2 to do everything at once.	everything		NP	no	38
28088:34	and then i stayed home with my son, and did nothing. and found out that i was, that, you know, it was great,	nothing		NP	no	23
28108:84	and, and they need that, you know, *-1 to be able *-2 to relate to other people besides the same person every day.	every		NP-TMP	no	23
28201:40	because if he saw mom doing only that you know, all the time 0 he was growing up *t*-1 then it *exp*-2's hard * to think of it in that, other, uh, that i should do it or just to think about * doing it rather than having someone tell him to do it.	all		NP	no	55
28244:87	and i think 0 most women walk in and, and, and with, oh, * got *-1 to clean all this up. got *-1 to get this out and this in and this, you know, taken care of, instead of having someone say now, this needs *-5 to be do-, this is the time 0 this needs *-6 to be done *-7 *t*-8,	all		NP	no	62
28371:19	i know 0 mine almost never did...	never		ADVP-TMP	no	8
28381:15	it seems 0 everything 0 i do *t*-1 is computer related.	everything		NP	no	11
28385:33	and if it goes down, then we're stuck all day.	all		NP-TMP	no	11
28392:18	but that's pretty much everything 0 i've worked with *t*-1	everything		NP	no	12
28421:7	so all 0 i have *t*-1 on my desk is my p c,	all		NP	no	13
28430:23	and, um, you know, every now and then the file gets so big, that, you know, it moves slower than i'd like *?*	every		ADVP-TMP	no	25
28482:53	if i had a machine already installed * at home i would probably work just about every night.	every		ADJP	no	18
28551:74	so the first thing when i started *-1 working at this bank *t*-2, is, i said, well, now first of all we need *-3 to all be able *-4 to share this p c without *-4 getting up.	all		NP	no	38
28551:89	so the first thing when i started *-1 working at this bank *t*-2, is, i said, well, now first of all we need *-3 to all be able *-4 to share this p c without *-4 getting up.	all		VP	no	38
28640:13	so that's all 0 you need *t*-1 for like mumblex charts and stuff.	all		NP	no	14
28764:13	see over thirty-five everything goes downhill flop.	everything		NP-SBJ	no	7
28767:51	it's just that left knee that *t*-1 just doesn't want *-2 to do everything 0 it used *-4 to *?* *t*-3.	everything		NP	no	24
28770:19	because i've battled arthritis all my life,	all		NP-TMP	no	8
28891:15	uh, and *-1 never having lived in texas before i starting *-1 working for t i	never		ADVP-TMP	no	16
29077:38	oh, i don't think 0 that would be bad at all.	all		ADVP	no	12
29121:95	and, uh, uh, today we're not even suppose *-2 to be in school because the, uh, the way 0 the taxation and all that crap is *t*-1, there really legally isn't any funding for the school systems in texas today.	all		NP	no	42
29143:26	um, i think that if from every year when they, when they pull in the, the, the, uh, test that the last three years, you know, ten, eleven, twelve year, uh, graders take *t*-1 *t*-2,	every		NP	no	35
29144:59	and, and then you see that their education *ich*-1 is below the norm throughout of all fifty states.	all		NP	no	18
29164:61	i was astonished *-1 *-1 to find out that, that across the united states in all public schools it *exp*-2 is not mandatory for them to take phys ed.	all		NP	no	29
29168:140	ha-, they don't even, a lot of the school systems don't even, uh, the kids nowadays don't even know what, what the president's fitness education program is all about *t*-1,	all		VP	no	34
29172:36	they don't have *-1 to do sit-ups and push-ups and all that crap 0 we had *-3 to do *t*-2 when we were going to school *t*-4.	all		NP	no	28
29217:37	of course, if she got her master's degree it would all be different.	all		VP	no	14
29242:19	well, that's about all 0 i have *t*-1 here.	all		NP	no	10
29281:15	i take the paper every day	every		NP-TMP	no	6
29302:19	but, um, i would always end up *-1 arriving at work *-3 late, because i would always end up *-2 skimming the headlines, spending too much time, *-4 reading it in the morning.	always		ADVP-TMP	no	33
29302:60	but, um, i would always end up *-1 arriving at work *-3 late, because i would always end up *-2 skimming the headlines, spending too much time, *-4 reading it in the morning.	always		ADVP-TMP	no	33
29320:15	so here lately with all the middle eastern news we've had some very interesting conversations over lunch.	all		NP	no	18
29330:72	it's sort of interesting though, because he does bring a, a much, um, different perspective with all the gulf goings on, um.	all		NP	no	23
29331:10	he was always speaking in terms of, you know, american imperialism reasserting itself.	always		ADVP-TMP	no	13
29357:19	they don't report on every murder and shooting that *t*-1 happened in, in every little town.	every		NP	no	17
29357:57	they don't report on every murder and shooting that *t*-1 happened in, in every little town.	every		NP	no	17
29368:88	i don't know the value of that, because i saw plenty of jokes and, and, um, oh, editorial cartoons about all the retired generals, making a living during the, the gulf war.	all		NP	no	33
29378:12	so i've never actually been through a period of war	never		ADVP-TMP	no	11
29383:86	and i don't have a lot of background knowledge in, uh, military strategy and, and weaponry, and, and all that kind of stuff.	all		NP	no	24
29385:88	now when they started *-1 to speculate *t*-2, i, i saw that for what is was *t*-3, and thought 0 all of these guys don't know what *t*-4's going on.	all		NP	yes	32
29411:32	and they also had children calling in live from all over the country and asking questions.	all		PP	no	16
29412:28	and they, they had all their correspondents in the different areas, in saudi arabia, and israel, and, and all.	all		NP	no	19
29412:82	and they, they had all their correspondents in the different areas, in saudi arabia, and israel, and, and all.	all		NP	no	19
29413:14	they had them all, uh, on, i don't know what *ich*-2 you'd call it *t*-1 other than *rnr*-3 on line.	all		NP	no	22
29414:14	they had them all on hold	all		NP	no	6
29555:35	and the other one has some weird ones that i've never heard of *t*-1.	never		ADVP-TMP	no	15
29579:15	so he's getting all the sports sections.	all		NP	no	8
29693:10	i've never heard of that before.	never		ADVP-TMP	no	7
29703:14	but, i've never heard of it before,	never		ADVP-TMP	no	8
29743:10	i've never done that,	never		ADVP-TMP	no	5
29750:90	i suspect 0 they're fairly simple, because the one lady 0 i've seen *t*-1, 0 i know that *t*-2 does it, i've never asked her any questions,	never		ADVP-TMP	no	30
29751:18	but she has three kids all under the age of like six.	all		RRC	no	12
29754:25	and, and they're all a handful.	all		VP	no	7
29839:44	and so i end up lots of time *-1 not doing anything at all.	all		ADVP	no	14
29892:67	really, i could just kick myself for *-1 even starting it, because i have a feeling 0 i'm never going *-2 to get it done.	never		ADVP-TMP	no	26
29902:26	it just seems like there's just never enough time * to pick it up and do it, you know,	never		ADVP-TMP	no	20
29915:39	and so, you know, those don't take much time at all.	all		ADVP	no	12
29967:21	it didn't take anything at all.	all		ADVP	no	7
30024:32	but we don't like *-1 to do that at all.	all		ADVP	no	11
30162:56	and i, but as i said, most, most of all i try not *-1 to use them, uh, to any, you know, lavishly, in that regard.	all		NP	no	26
30304:6	but everything in, is in i b m mode.	everything		NP-SBJ	no	9
30380:17	you know, she always seems *-3 to have better things 0 *-4 to do *t*-1 than *-4 to try *-5 to sit down and figure out how * to use her computer *t*-2 you know.	always		ADVP-TMP	no	35
30404:28	and he just, you know, wrote all the checks on the screen and hit print	all		NP	no	15
30415:74	you know, and he said, you know, i can balance my checkbook in seconds, you know because it's all in the computer, you know.	all		VP	no	25
30421:52	and you know there's not going *-1 to be those adding mistakes that we all make *t*-2.	all		NP	no	18
30424:65	he said, you know, he said, * used *-2 to be 0 i always sat *-1 looking for those, you know.	always		ADVP-TMP	no	21
30476:4	everything has *-1 to be typed *-2.	everything		NP-SBJ-1	no	7
30515:26	oh and you had *-1 to type all of his papers.	all		NP	yes	11
30549:12	and we did everything on a typewriter everything.	everything		NP	no	8
30549:23	and we did everything on a typewriter everything.	everything		NP-TPC	no	8
30580:133	i've seen it get out of hand up here, you know where we've got a secretary that *t*-1 sits over here that *t*-4's keeping metrics right now, and keeping up, you know, of all the letters 0 i type *t*-2, how many cha-, how many of them *t*-6 do i make changes on *t*-3. and on each letter, what types of changes *t*-5.	all		NP	no	66
30597:74	but it's running about seventy which *t*-1 is still ridiculous * to have *-3 to make changes to seventy percent of everything that she types *t*-2.	everything		NP	no	27
30605:85	you know, she keeps, you know keeps several weeks' worth of data and then in addition is keeping copies of all the changes *-2 to show, you know, * look, this didn't really need *-1 to be changed *-3.	all		NP	no	41
30636:34	and when we were in high school *t*-1 it was always fun.	always		ADVP-TMP	no	12
30639:53	but you could link in and talk to other peo-, talk to people all over the country, you know.	all		PP	no	19
30647:7	and everything 0 everybody said *t*-1 prints out on your screen as they're typing it,	everything		NP	no	16
30668:93	but when you're doing the guilty father complex *t*-1, you know, because he's not there *-2 to watch us grow, you can kind of get all kinds of stuff.	all		NP	no	31
30708:10	and got all kinds of academy awards and things last year.	all		NP	no	11
30724:40	and it, you know, they're flying all over with it.	all		ADVP-LOC	no	11
30782:21	or, and all of them, i guess, could be *?* in that fashion, or category.	all		NP	yes	16
30828:58	uh, i want *-1 to see, uh, that new one, uh, that *t*-2 won all those academy awards this year, dances with wolves.	all		NP	no	23
30839:26	i, i absorbed all of that movie in one sitting.	all		NP	yes	10
30926:7	i always wait for the movie.	always		ADVP-TMP	no	6
30935:14	that's about all the time 0 i can, i can spare *t*-1.	all		NP	no	13
30937:53	i read about how they did, uh, an article on how they did all the special effects with the submarine *t*-1.	all		NP	no	21
30939:28	it was, it was all done *-1 in studio with smoke and mirrors and all the hollywood magic.	all		VP	no	18
30939:56	it was, it was all done *-1 in studio with smoke and mirrors and all the hollywood magic.	all		NP	no	18
30975:13	and he uses all of his special effects knowledge in *-1 doing what *t*-2 needs *-3 to be done *-4.	all		NP	yes	20
30985:29	and using makeup and using the all the props and whatever * to get to where he needs *-1 to go *t*-2.	all		NP	no	22
31001:32	they're supposed *-1 to be coming out with all these desert storm movies, this summer, too.	all		NP	no	17
31085:11	first of all, i want *-1 to tell you 0 i have two little kids,	all		NP	no	15
31128:12	and i was never one 0 *t*-2 to believe everything 0 my kids said *t*-1, you know, about something.	never		ADVP-TMP	no	19
31128:34	and i was never one 0 *t*-2 to believe everything 0 my kids said *t*-1, you know, about something.	everything		NP	no	19
31141:12	and there's always going *-1 to be, you know, somebody having a need for a math or science teacher.	always		ADVP-TMP	no	20
31188:71	some of those certainly have a lot of dis-, difficulties, you know, with, uh, all sorts of things,	all		NP	no	18
31248:12	and i would never had said so either.	never		ADVP-TMP	no	8
31249:45	uh, but, uh, they managed *-1 to get through, although not always with flying colors.	always		ADVP-TMP	no	15
31291:29	i re-, address them all as generals	all		NP	no	7
31303:42	and they put him through six months of composition writing in addition to all his electronic training.	all		NP	no	17
31321:17	and i kind of have always pooh-poohed military educations.	always		ADVP-TMP	no	9
31358:49	because i can't really see why anyone, um, who *t*-1 has nothing 0 * to hide *t*-2 would object *t*-3.	nothing		NP	no	21
31360:15	well, there is always the, uh, the possibility, even remote as it is *?*, of, uh, of mistaken, uh, of,	always		ADVP-TMP	no	21
31404:53	but i mean, it, in the back of my mind, it always bothers me.	always		ADVP-TMP	no	14
31505:55	but i know of a number of other people who *t*-1 have, you know, gotten all messed *-2 up.	all		VP	no	19
31516:12	and he may never really be a productive member of society.	never		ADVP-TMP	no	11
31517:28	but * sadder than that, he may never be able *-1 to have a normal, happy life because it has strung him out so that he has anxieties *ich*-3 now that *t*-2 are, are almost uncontrollable.	never		ADVP-TMP	no	36
31635:9	well, all right,	all		INTJ	no	3
31638:24	i guess 0 if that's all we've done	all		NP-PRD	no	10
31655:23	well, right at the present time nothing real special.	nothing		NP	no	9
31698:22	it's not worth * getting all mad and fighting and hollering at each other when it goes wrong *t*-1.	all		VP	no	20
31703:10	because it always seems 0 it goes wrong when you try *-1 to do something *t*-2.	always		ADVP-TMP	no	16
31807:17	and they've never had, well, they've had layoffs recently,	never		ADVP-TMP	no	11
31808:41	but when we got hired *-1 here *t*-2, no, no, never any layoffs, never, never,	never		ADVP-TMP	no	15
31808:51	but when we got hired *-1 here *t*-2, no, no, never any layoffs, never, never,	never		ADVP-TMP	no	15
31808:56	but when we got hired *-1 here *t*-2, no, no, never any layoffs, never, never,	never		ADVP-TMP	no	15
31887:29	it's, i've never heard of it,	never		ADVP-TMP	no	8
31910:26	they, i make all kinds of things with it.	all		NP	no	9
31911:11	we make all kinds of things just with dried flowers.	all		NP	no	10
31949:30	and h-, he makes, all kinds of furniture for, um, his kids,	all		NP	no	12
31987:29	he d-, he dowels everything.	everything		NP	no	5
31996:11	and it's all got *-1 to line up.	all		VP	no	9
32016:10	now i always plant trees in the fall.	always		ADVP-TMP	no	8
32033:69	i guess 0 they, they say 0 you can plant them in the spring or the fall, all.	all		X	no	18
32042:12	but, uh all the shrubs and,	all		NP	no	6
32062:67	she's got like, just a small patch of lawn and just flowers and mulch ba-, tree bark all over her lawn.	all		PP-LOC	no	22
32098:15	and they just shade everything.	everything		NP	no	5
32111:38	but when i think of texas *t*-1, i think of nothing but, no trees and just grass.	nothing		NP	no	17
32116:25	atlanta and dallas are almost identical in every way, weather and everything.	every		NP	no	12
32116:36	atlanta and dallas are almost identical in every way, weather and everything.	everything		NP	no	12
32126:43	it's, it's, uh, not dry at all.	all		ADVP	no	9
32143:19	well, i do it all.	all		NP	no	5
32169:5	all the rest of my yard, backyard is, uh, you know, pool and decking	all		NP	no	14
32170:11	it's all the dirt 0 *ich*-1 i have *t*-2, left in my backyard.	all		NP	no	14
32235:29	they, they just run all over, the place, don't they,	all		PP-LOC	no	11
32297:29	because you got *-1 to, watch them every day, and keep them watered *-2	every		NP-TMP	no	14
32390:82	sometimes i wish 0 i could get one of these, uh, chemical services to come, out and spray for weeds, and fertilize, and all that and take that one step out of mumblex.	all		NP-ETC	no	33
32425:7	and all of a sudden you've got *-1 to do something else.	all		NP	yes	13
32533:28	and the plant was noth-, nothing *ich*-1 left * but a stem,	nothing		NP	no	12
32573:21	and i've been watching them every day	every		NP-TMP	no	8
32645:18	i just turned it all up and mixed it all up together with,	all		NP	no	13
32645:33	i just turned it all up and mixed it all up together with,	all		NP	no	13
32674:59	i'd like *-1 to get one of these little small ones, that you see *t*-2 in all these gardening magazines.	all		NP	no	21
32687:7	he always uses it *-1 to dethatch his lawn,	always		ADVP-TMP	no	9
32703:10	i've never seen one.	never		ADVP-TMP	no	5
32836:34	and, and it was just like everything 0 you put it into *t*-1 tasted so much better.	everything		NP	no	17
32905:10	i've never done potato.	never		ADVP-TMP	no	5
32937:10	and we all love pickles	all		NP	no	5
32978:63	i'd like *-1 to try, you know, just try something new *ich*-2, every year that, i haven't tried *t*-3 before	every		NP-TMP	no	22
33032:52	shrimp, shrimp fettucini is real easy * to, um, make and everything	everything		NP-ETC	no	12
33061:10	you can always tell whenever they're cooked *-1 *t*-2 if they've been dead for a long time because their tail straightens out.	always		ADVP-TMP	no	24
33072:15	i mean, every once in a while you'll see on-,	every		NP	no	11
33119:37	but you can buy uh the crawfish shells *-1 already peeled'n everything	everything		NP-ETC	no	13
33148:65	we have a a friend another couple where the husband is the one who *t*-1 cooks all the time *t*-2	all		NP-TMP	no	20
33227:108	and and we threatened *-1 to make the other two uh make us dinner one time uh just *-3 to even it out since we seemed *-2 to be unfairly doing all the cooking and they were doing all the enjoying	all		NP	no	41
33227:127	and and we threatened *-1 to make the other two uh make us dinner one time uh just *-3 to even it out since we seemed *-2 to be unfairly doing all the cooking and they were doing all the enjoying	all		NP	no	41
33282:39	well um my grandma * speaking of those meatballs again she owned every christmas and and easter	every		NP	no	17
33296:64	i don't i'm sure 0 she puts wine in it because um she cooks everything with alcohol	everything		NP	no	19
33342:28	they use corn starch instead of flour in all of their sauces and gravies	all		NP	yes	14
33350:82	the meatballs you just um after you form them * fry them in a pan until they're uh browned on all all sides	all		NP-UNF	no	24
33350:88	the meatballs you just um after you form them * fry them in a pan until they're uh browned on all all sides	all		NP	no	24
33354:18	and then * drain off all the grease	all		NP	no	8
33424:37	right now i'm taking a class on ettiquesy and all the little bitty things that i didn't even know *t*-1	all		NP	no	22
33469:44	that's what the nurses kept *-2 saying *t*-1 as they laughed all the way, you know, down the hallway.	all		NP-ADV	no	20
33599:10	i've never,	never		ADVP-TMP	no	3
33601:21	but i've never, i'd, you know, i was pretty much in shape * walking	never		ADVP-TMP	no	16
33675:38	or can you not do stuff like that at all?	all		ADVP	no	10
33691:10	i'm always afraid 0 they're going *-1 to fall over and have a coro, coronary.	always		ADVP-TMP	no	17
33712:4	all that pounding all the time.	all		NP	no	6
33712:11	all that pounding all the time.	all		NP-TMP	no	6
33770:31	it curbs the appetite and helps with the calories and all that stuff.	all		NP-ETC	no	13
33779:13	and i need all the help 0 i can get *t*-1.	all		NP	no	11
33808:11	and they're all like twenty-one years of age.	all		VP	no	9
33861:14	it's not at all anything worth * talking about *?*.	all		ADVP	no	12
33878:11	but it's all the same to me.	all		VP	no	8
33883:46	and as we were doing it, too, everybody noticed that there were all these big guys of assorted nationalities.	all		NP	no	19
33996:10	i've never heard of anything like that.	never		ADVP-TMP	no	8
34043:76	i, i, at times i think 0 they ought *-1 to have a waiting period on all firearms.	all		NP	no	18
34053:7	i never got shot *-1 with either one.	never		ADVP-TMP	no	8
34114:15	uh, i've never really joined a club because i haven't got the time. not because i haven't got the desire.	never		ADVP-TMP	no	23
34130:40	uh, but, you know, they used speed and accuracy and all that.	all		NP	no	12
34136:10	i've never thought of that.	never		ADVP-TMP	no	6
34212:32	and, uh, i don't know why i never registered it *t*-1	never		ADVP-TMP	no	12
34221:45	if they go to, uh, *-1 regulating, uh, all right, uh, banning guns. pri-, pri-, pri-, private cit-, citizens	all		ADVP	no	19
34246:7	and everything about you.	everything		NP	no	4
34257:10	that's all right.	all		ADJP-PRD	no	4
34264:29	they, they probably know everything from *ich*-2, half the time wh-, ho-, what time you go to the bathroom *t*-1.	everything		NP	no	20
34270:20	but they could know anything and everything about you.	everything		NP	no	9
34303:44	uh, you go and ever-, you know, always see guns in there.	always		ADVP-TMP	no	12
34308:13	it comes out every tuesday.	every		NP-TMP	no	5
34318:16	and it took us all of twelve hours.	all		NP	yes	8
34416:36	i mean, i, i like all ranges of movies,	all		NP	no	9
34464:18	i mean she understood everything.	everything		NP	no	5
34465:16	she goes to almost all movies *ich*-1 with us except, you know, r rated.	all		NP	no	14
34485:22	but we take her to just about every movie,	every		NP	no	9
34560:26	but at the beginning of the movie and all through the middle part, you know, he was trying * to, trying *-1 to get it,	all		PP	no	25
34643:36	you have *-1 to see those twice *-2 to catch everything.	everything		NP	no	11
34664:54	so i'm looking forward to *-1 seeing that because that looks hilarious, as they all do.	all		NP	no	17
34688:10	and then all of a sudden i'm saying i wish 0 i'd bought these things.	all		NP	yes	17
34743:94	it really and truly does, because * to get the feeling of like when the buffalos are, when they're chasing the buffalos and everything *t*-1 you've got *-2 to be where you feel it *t*-3.	everything		NP-ETC	no	37
34767:9	none at all.	all		ADVP	no	3
34771:69	normally i'm one of these people that *t*-1 i don't like one, one movie taking all the honors.	all		NP	no	20
34790:44	she was the only indian 0 *t*-1 to have her hair done at all times.	all		NP	no	15
34794:21	it was just too perfect at all times.	all		NP	no	8
34918:10	so probably everything 0 i going *-1 to say *t*-2 is kind of dated.	everything		NP	no	14
34945:97	i think 0 when you're in college *t*-1 you kind of, you have more of a regular schedule in terms of, you can watch every week.	every		NP-TMP	no	27
34962:8	did you all ever watch that?	all		NP-SBJ	no	6
35031:10	and then all of a sudden, i started *-1 paying, paying attention to network t v again, once in a while.	all		NP	yes	21
35043:16	the whole moral situation, everything, is just gone one whole complete direction different.	everything		NP	no	13
35060:5	none of it's probably damaging, lot of times.	none		NP	yes	9
35081:29	i don't understand why, first of all, the public puts up with it *t*-1. second of all, why the networks think that, you know, we enjoy that kind of stuff *t*-2.	all		NP	no	32
35081:64	i don't understand why, first of all, the public puts up with it *t*-1. second of all, why the networks think that, you know, we enjoy that kind of stuff *t*-2.	all		NP	no	32
35122:35	we had this rule *ich*-3 in our house 0 for every hour of regular t v that we watched *t*-1, we had *-2 to watch an hour of public t v.	every		NP	no	31
35127:57	and if they saw us watching the, something, they'd say, all right, what did you see *t*-2 on what *t*-1's new,	all		INTJ	no	23
35246:18	they pick up the words every once in a while.	every		ADVP-TMP	no	10
35257:23	do you watch saturday night live at all?	all		ADVP	no	8
35533:76	and, uh, if i consider *-1 going the used car route and save up some money, i shouldn't have too much trouble at all.	all		ADVP	no	25
35558:13	in fact it never has *?*	never		ADVP-TMP	no	7
35563:57	and i, surprisingly enough after four years, i'm not tired of the car at all	all		ADVP	no	16
35586:12	and i've always bought them *-1 new.	always		ADVP-TMP	no	8
35611:28	about, about a quart every hundred miles.	every		NP-ADV	no	7
35616:5	all 0 you hav-,	all		NP	no	4
35703:83	and what you could expect *t*-1 *ich*-2, they said *t*-3, you know, a five percent over cost and then options at cost and everything.	everything		NP	no	24
35745:13	and you laughed all the way to the bank.	all		NP	no	9
35812:29	i've, i've always felt for a long time that i, i think that all young kids ought *-1 to do a stint, uh, primarily in the military.	always		ADVP-TMP	no	29
35812:74	i've, i've always felt for a long time that i, i think that all young kids ought *-1 to do a stint, uh, primarily in the military.	all		NP-SBJ-1	no	29
35886:53	and after, after *-1 wasting the first six years, *-1 partying and everything else, i decided, uh-huh, time 0 * to settle down and do something *t*-2.	everything		NP	no	27
35921:20	i mean, i've always felt that people on welfare should be required *-1 to spend at least part of their time, not all the time because that takes away from their opportunity * to look for a job, but at least some of their time * to look for, *-2 to go out and clean up the roads. you know,	always		ADVP-TMP	no	61
35921:88	i mean, i've always felt that people on welfare should be required *-1 to spend at least part of their time, not all the time because that takes away from their opportunity * to look for a job, but at least some of their time * to look for, *-2 to go out and clean up the roads. you know,	all		NP	no	61
35930:18	all these, all this money that we're throwing *t*-1 away *-3 to pay people to go out and do things when we're paying all these welfare recipients *t*-2,	all		NP	no	30
35930:94	all these, all this money that we're throwing *t*-1 away *-3 to pay people to go out and do things when we're paying all these welfare recipients *t*-2,	all		NP	no	30
35931:45	and if they're able-bodied people, i don't see any problem *ich*-1 at all with * having them go out there and, and,	all		ADVP	no	24
35932:9	if nothing else, get a group of them together and take them around to old folks places and let them cut the yards, paint the houses.	nothing		NP	no	26
35963:28	and he, he had all kinds of horror stories.	all		NP	no	9
35969:11	they get all this stuff together and sit down and have poker games you know,	all		NP	no	15
35975:146	what i hear *t*-1 one time, i think 0 it was on paul harvey's, uh, radio segment, that he said that if the money that *t*-2 goes into welfare each year was *-3 to be given *-4 directly to the people without all the middle people in the government bureaucracy, each person would receive like forty-five thousand dollars *t*-5.	all		NP	no	60
36021:12	but it'll never happen.	never		ADVP-TMP	no	5
36106:91	and you see, you know, fourteen year old kids flaunting money, because the parents give them money 0 * to go down and play video games all night *t*-1, you know	all		NP-TMP	no	31
36237:24	and, and they all lost their jobs.	all		NP	no	7
