workerid	Answer.gender	Answer.age	Answer.income	Answer.nativeLanguage	Answer.orders	Answer.foods	Answer.quantities	Answer.personAs	Answer.personBs	Answer.priors0	Answer.priors1	Answer.priors2	Answer.priors3	Answer.priors4	Answer.priors5	Answer.priors6	Answer.priors7	Answer.priors8	Answer.priors9	Answer.priors10
AA0PR3MYYB35B	F	55	4	English	"1,2,3,4,5,6"	"blueberries,pies,bananas,strawberries,M&M's,cookies"	"10,100,100,100,10,10"	"Albert,Barbara,Ann,Frank,Diana,Bob"	"David,Calvin,Emma,Cathy,Edward,Fiona"	"0.2,0.95,0.7,0.7,0,0.25"	"0.125,0,0,0.9,0,1"	"0.1,0,0,0,0,0.7"	"0.125,0,0,0,0,0.675"	"0.05,0,0,0,0,0"	"0.125,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0.925,0,0,0,1,0"
A28KRN0IBW1JPP	M	25	4	English	"1,2,3,4,5,6"	"bananas,strawberries,pies,M&M's,cookies,blueberries"	"10,10,100,100,100,10"	"Ann,Diana,Cathy,Edward,Barbara,Albert"	"Emma,David,Bob,Calvin,Frank,Fiona"	"0.95,1,1,1,1,1"	"0.775,1,0.725,1,0.225,1"	"0.75,0.75,0.275,1,0.225,0.75"	"0.5,0.75,0.3,0.8,0.225,0.725"	"0.325,0.5,0,0.5,0,0.7"	"0.3,0.5,0,0.25,0,0.25"	"0.3,0.25,0,0.225,0,0.225"	"0,0.225,0,0.225,0,0.25"	"0,0,0,0.25,0,0"	"0.05,0.05,0,0.225,0,0"	"0,0,0,0.275,0,0"
A1UAZBA3HAR3KX	F	35	10	English	"1,2,3,4,5,6"	"cookies,pies,blueberries,M&M's,strawberries,bananas"	"10,100,10,10,100,100"	"Barbara,Cathy,David,Frank,Diana,Emma"	"Edward,Albert,Ann,Calvin,Fiona,Bob"	"0.725,0.575,0.875,0.9,0.725,0.7"	"0.625,0.2,0.75,0.85,0.4,0.275"	"0.55,0.175,0.75,0.825,0.275,0.25"	"0.45,0.175,0.7,0.775,0.275,0.15"	"0.4,0.15,0.675,0.75,0.275,0.1"	"0.35,0.125,0.625,0.725,0.275,0.075"	"0.325,0.1,0.625,0.7,0.25,0.075"	"0.3,0.05,0.6,0.675,0.225,0.075"	"0.3,0.05,0.6,0.65,0.175,0.075"	"0.3,0.05,0.575,0.625,0.125,0.075"	"0.3,0.05,0.45,0.575,0.075,0.075"
A30ELG4S13SSRG	F	35	6	English	"1,2,3,4,5,6"	"strawberries,bananas,pies,blueberries,cookies,M&M's"	"10,10,100,100,10,100"	"David,Frank,Diana,Ann,Bob,Albert"	"Fiona,Cathy,Emma,Barbara,Calvin,Edward"	"0.225,0.3,0.525,0.975,0.2,0.975"	"0.925,0.95,0.025,0.725,0.975,0.95"	"0.75,0.75,0,0.5,0.775,0.8"	"0.5,0.575,0.025,0.3,0.55,0.5"	"0.275,0.225,0,0.275,0.25,0.275"	"0,0,0.025,0.3,0.25,0.3"	"0,0.025,0,0.3,0.25,0.3"	"0,0.025,0.025,0,0.275,0.325"	"0.05,0.025,0.025,0.025,0.275,0.3"	"0.025,0.025,0.025,0.075,0.3,0.025"	"0.025,0,0.025,0.025,0.275,0.025"
A1C99Y02RHVQVP	M	55	4	english	"1,2,3,4,5,6"	"pies,cookies,M&M's,bananas,blueberries,strawberries"	"10,100,10,100,100,10"	"Fiona,David,Calvin,Frank,Edward,Diana"	"Bob,Cathy,Albert,Barbara,Emma,Ann"	"0.225,0.9,0.25,0.65,0.725,0.225"	"0.7,0.25,0.925,0,0.5,0.75"	"0.35,0,0.625,0.025,0.2,0.6"	"0.275,0,0.35,0,0,0.575"	"0.225,0,0.15,0,0,0.2"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0,0,0,0,0,0"	"0.025,0,0,0,0,0"
AQZJGB10SH41L	F	45	11	English	"1,2,3,4,5,6"	"bananas,pies,M&M's,blueberries,strawberries,cookies"	"10,10,100,10,100,100"	"Calvin,Cathy,Barbara,David,Frank,Ann"	"Diana,Edward,Albert,Emma,Fiona,Bob"	"0.5,0.5,0.65,0.5,0.725,0.65"	"0.5,0.575,0.65,0.65,0.5,0.5"	"0.25,0.275,0.5,0.675,0.3,0.3"	"0.25,0.25,0.5,0.7,0.275,0.25"	"0.025,0.175,0.35,0.7,0.275,0.25"	"0,0,0.3,0.7,0.05,0.225"	"0,0.025,0.25,0.675,0.025,0.05"	"0,0.025,0.2,0.725,0.025,0.025"	"0.025,0.025,0.025,0.7,0.05,0"	"0.025,0.025,0.025,0.775,0.025,0"	"0.025,0.025,0,0.75,0,0"
A3G25QVGTRAKDI	F	65	11	English	"1,2,3,4,5,6"	"pies,blueberries,bananas,strawberries,M&M's,cookies"	"100,100,10,100,10,10"	"Calvin,Fiona,Barbara,Frank,Edward,David"	"Ann,Cathy,Albert,Diana,Emma,Bob"	"0.975,1,0.975,1,0.975,0.125"	"0.3,0.925,0.975,0.55,1,1"	"0,0.875,1,0.1,1,1"	"0,0.75,0.875,0.025,1,0.975"	"0,0.675,0.65,0.025,1,0.975"	"0.025,0.15,0.325,0,0.975,0.625"	"0,0,0.025,0,0.975,0.4"	"0,0,0,0,0.975,0.225"	"0,0.025,0.025,0,1,0.125"	"0,0.025,0,0,0.975,0.075"	"0,0,0,0,0.975,0.05"
A2AXZPAEOYJ12V	M	65	4	ENGLISH	"1,2,3,4,5,6"	"M&M's,strawberries,bananas,blueberries,pies,cookies"	"100,10,100,100,10,10"	"Barbara,Cathy,Calvin,Bob,David,Edward"	"Albert,Ann,Frank,Emma,Diana,Fiona"	"0,0.025,0.95,0.9,1,0.725"	"0,0,0,0.675,0,0.45"	"0.825,0,0,0,0,0.925"	"0.275,0.925,0,0,0,0.3"	"0.1,0.775,0,0,0,0.2"	"0,0.55,0,0,0,0"	"0.025,0.3,0,0,0,0"	"0.025,0.15,0,0,0,0"	"0.025,0.1,0,0,0,0"	"0.025,0,0,0,0,0"	"0,0,0,0,0,0"
A2SGJDMKXUHN83	F	55	6	English	"1,2,3,4,5,6"	"bananas,cookies,M&M's,blueberries,pies,strawberries"	"100,100,10,10,100,10"	"Barbara,Fiona,Frank,Edward,Ann,Cathy"	"Emma,Diana,Calvin,Albert,David,Bob"	"0.975,1,0.15,0.325,0.225,0.5"	"0.075,0.5,0.25,0.525,0.2,0.6"	"0.075,0.25,0.475,0.525,0.175,0.65"	"0.1,0.175,0.55,0.525,0.15,0.675"	"0.1,0.125,0.5,0.5,0.15,0.675"	"0.075,0.125,0.5,0.5,0.125,0.65"	"0.075,0.125,0.5,0.5,0.125,0.5"	"0.075,0.075,0.5,0.5,0.125,0.5"	"0.075,0.075,0.5,0.5,0.1,0.5"	"0.075,0.075,0.5,0.5,0.075,0.5"	"0.075,0.05,0.5,0.5,0.075,0.5"
AVO63DEQWPDGN	M	55	0	English	"1,2,3,4,5,6"	"strawberries,blueberries,bananas,M&M's,pies,cookies"	"10,100,10,100,10,100"	"Emma,Cathy,Fiona,Bob,Calvin,Edward"	"Barbara,Diana,Frank,Ann,Albert,David"	"0.25,0.5,0.6,0.625,0.3,0.625"	"0.5,0.425,0.55,0.5,0.275,0.45"	"0.5,0.35,0.35,0.45,0.25,0.4"	"0.325,0.225,0.225,0.375,0.225,0.35"	"0.325,0.2,0.175,0.3,0.2,0.3"	"0.175,0.2,0.15,0.25,0.175,0.25"	"0.175,0.2,0.15,0.175,0.15,0.2"	"0.175,0.2,0.15,0.175,0.125,0.15"	"0.175,0.2,0.15,0.15,0.1,0.125"	"0.2,0.175,0.15,0.125,0.075,0.1"	"0.175,0.125,0.15,0.125,0.075,0.1"
A3SIILL9JQNHHS	M	35	0	english	"1,2,3,4,5,6"	"cookies,blueberries,M&M's,bananas,pies,strawberries"	"10,100,100,10,10,100"	"Frank,Fiona,Bob,David,Ann,Barbara"	"Calvin,Diana,Edward,Cathy,Albert,Emma"	"0.1,1,1,0.5,0.95,1"	"0.925,0.7,0.775,0.725,0.5,0.475"	"0.825,0.525,0.65,0.4,0.125,0.2"	"0.625,0.35,0.55,0.2,0.05,0.075"	"0.5,0.275,0.475,0.15,0,0.05"	"0.375,0.175,0.35,0.075,0,0"	"0.25,0.1,0.275,0,0,0"	"0.175,0.075,0.2,0,0,0"	"0.15,0.05,0.125,0,0,0"	"0.125,0.05,0.075,0,0,0"	"0.075,0.05,0.05,0,0,0"
AGPBP85B17VXL	M	25	4	English	"1,2,3,4,5,6"	"strawberries,pies,bananas,blueberries,M&M's,cookies"	"100,10,100,100,10,10"	"Ann,Cathy,Frank,Diana,Bob,Calvin"	"Albert,David,Fiona,Emma,Edward,Barbara"	"0.775,0.75,0.725,0.7,0.7,0.65"	"0.5,0.775,0.775,0.575,0.325,0.675"	"0.5,0.475,0.5,0.75,0.725,0.7"	"0.625,0.8,0.75,0.725,0.325,0.325"	"0.65,0.8,0.5,0.7,0.65,0.725"	"0.7,0.75,0.5,0.375,0.3,0.3"	"0.675,0.7,0.775,0.675,0.75,0.725"	"0.7,0.8,0.825,0.725,0.5,0.35"	"0.75,0.85,0.375,0.325,0.8,0.725"	"0.725,0.825,0.325,0.675,0.9,0.675"	"0.475,0.5,0.75,0.475,0.325,0.3"
A15J2N67BYSV5F	F	35	4	English	"1,2,3,4,5,6"	"M&M's,bananas,pies,blueberries,strawberries,cookies"	"10,100,10,10,100,100"	"Bob,Albert,David,Edward,Ann,Cathy"	"Diana,Emma,Barbara,Frank,Fiona,Calvin"	"0.725,0.975,0.975,0.775,0.725,0.975"	"0.75,0.75,1,0.725,0.725,0.725"	"0.7,0.5,0.775,0.725,0.775,0.45"	"0.75,0.3,0.575,0.75,0.775,0.35"	"0.575,0.3,0.575,0.675,0.725,0.275"	"0.5,0.3,0.3,0.65,0.425,0.2"	"0.625,0.325,0.275,0.675,0.4,0.15"	"0.6,0.275,0.275,0.975,0.35,0.15"	"0.625,0.325,0.325,0.975,0.275,0.2"	"0.625,0.3,0.3,0.95,0.225,0.15"	"0.65,0.025,0.025,1,0.025,0"
